ID,Date,Profit,Capacity_Score,Area,Age,Food_Diversity_Score,Type,Price_Range,Lat,Long,City,State
10863,9/27/2044,116743.278,3,Suburbs,Developed,6,Banquet,1,35.04774,-85.29452,Chattanooga,TN
10864,9/28/2044,133345.5889,5,Suburbs,Recent,9,Full Service Restaurant,5,35.02794,-85.27369,Chattanooga,TN
10865,9/29/2044,73461.8731,1,Suburbs,Recent,1,Cafeteria,5,35.12144,-85.40589,Chattanooga,TN
10866,9/30/2044,134808.9087,4,Downtown,Recent,1,Banquet,5,35.07224,-85.24555,Chattanooga,TN
10867,10/1/2044,144532.5325,7,Suburbs,Well-Known,4,Full Service Restaurant,5,35.00206,-85.28961,Chattanooga,TN
10868,10/2/2044,111921.4124,4,Suburbs,Well-Known,9,Banquet,3,35.02868,-85.30849,Chattanooga,TN
10869,10/3/2044,145587.6925,5,Downtown,Recent,6,Cafeteria,3,35.00197,-85.34466,Chattanooga,TN
10870,10/4/2044,147184.365,1,Downtown,Recent,8,Cafeteria,3,35.00209,-85.31377,Chattanooga,TN
10871,10/5/2044,165650.7202,1,Suburbs,Developed,9,Full Service Restaurant,3,35.02876,-85.22618,Chattanooga,TN
10872,10/6/2044,154604.577,4,Suburbs,Developed,4,Cafeteria,4,34.99752,-85.22748,Chattanooga,TN
10873,10/7/2044,128875.5887,7,Suburbs,Developed,2,Full Service Restaurant,1,35.12733,-85.28017,Chattanooga,TN
10874,10/8/2044,180342.8437,7,Downtown,Well-Known,10,Banquet,5,35.10444,-85.17662,Chattanooga,TN
10875,10/9/2044,108651.6035,5,Suburbs,Developed,2,Full Service Restaurant,5,35.03832,-85.40818,Chattanooga,TN
10876,10/10/2044,97412.75406,2,Downtown,Well-Known,8,Cafeteria,3,35.0289,-85.15095,Chattanooga,TN
10877,10/11/2044,137128.6516,1,Suburbs,Well-Known,4,Banquet,2,36.33029,-82.32145,Johnson City,TN
10878,10/12/2044,159890.5845,2,Downtown,Well-Known,7,Cafeteria,2,36.2996,-82.3832,Johnson City,TN
10879,10/13/2044,86061.55464,3,Downtown,Well-Known,3,Cafeteria,5,36.30143,-82.37123,Johnson City,TN
10880,10/14/2044,172495.8465,3,Downtown,Well-Known,7,Cafeteria,1,36.39958,-82.45219,Johnson City,TN
10881,10/15/2044,137805.5232,3,Suburbs,Well-Known,8,Full Service Restaurant,4,36.22652,-82.74757,Afton,TN
10882,10/16/2044,161556.5356,5,Downtown,Developed,9,Cafeteria,2,36.53067,-82.37208,Blountville,TN
10883,10/17/2044,126976.7976,3,Suburbs,Developed,2,Cafeteria,4,36.46567,-82.20725,Bluff City,TN
10884,10/18/2044,156937.7939,7,Downtown,Well-Known,9,Full Service Restaurant,1,36.55139,-82.09777,Bristol,TN
10885,10/19/2044,141683.9085,7,Downtown,Well-Known,9,Full Service Restaurant,4,36.32921,-81.97852,Butler,TN
10886,10/20/2044,174981.615,2,Suburbs,Developed,5,Banquet,4,36.19901,-82.66422,Chuckey,TN
10887,10/21/2044,111385.4896,6,Downtown,Well-Known,9,Banquet,4,36.52903,-82.72991,Church Hill,TN
10888,10/22/2044,120076.4921,6,Suburbs,Recent,3,Cafeteria,2,36.37734,-82.13641,Elizabethton,TN
10889,10/23/2044,121774.4278,1,Suburbs,Recent,1,Full Service Restaurant,4,36.5621,-82.66232,Mount Carmel,TN
10890,10/24/2044,102862.123,4,Downtown,Developed,8,Cafeteria,1,36.10446,-82.45622,Erwin,TN
10891,10/25/2044,160960.0807,2,Suburbs,Recent,9,Cafeteria,3,36.39878,-82.62985,Fall Branch,TN
10892,10/26/2044,127930.5988,1,Suburbs,Well-Known,6,Banquet,2,36.01758,-82.56019,Flag Pond,TN
10893,10/27/2044,111701.6298,2,Suburbs,Developed,10,Banquet,2,36.25846,-82.14069,Hampton,TN
10894,10/28/2044,174588.2226,4,Downtown,Developed,5,Banquet,2,36.28012,-82.4939,Jonesborough,TN
10895,10/29/2044,166924.0349,1,Downtown,Developed,5,Cafeteria,4,36.52905,-82.57456,Kingsport,TN
10896,10/30/2044,157187.3642,5,Downtown,Recent,1,Banquet,3,36.46572,-82.48631,Kingsport,TN
10897,10/31/2044,184102.9197,3,Downtown,Well-Known,7,Banquet,4,36.51329,-82.50576,Kingsport,TN
10898,11/1/2044,144843.1213,4,Downtown,Developed,4,Banquet,3,36.57882,-82.5705,Kingsport,TN
10899,11/2/2044,94875.44723,5,Suburbs,Developed,7,Cafeteria,4,36.57928,-81.72545,Laurel Bloomery,TN
10900,11/3/2044,83123.831,3,Suburbs,Recent,10,Cafeteria,4,36.25402,-82.62497,Limestone,TN
10901,11/4/2044,160840.7404,7,Downtown,Recent,10,Banquet,4,36.30106,-82.29077,Milligan College,TN
10902,11/5/2044,140549.7707,7,Suburbs,Recent,7,Banquet,5,36.45475,-81.82203,Mountain City,TN
10903,11/6/2044,105805.9521,6,Downtown,Well-Known,3,Cafeteria,1,36.44203,-82.34493,Piney Flats,TN
10904,11/7/2044,123825.4026,1,Downtown,Recent,7,Banquet,3,36.18003,-82.09912,Roan Mountain,TN
10905,11/8/2044,118198.019,5,Suburbs,Recent,10,Banquet,2,36.54547,-81.88283,Shady Valley,TN
10906,11/9/2044,190575.2946,7,Downtown,Developed,8,Full Service Restaurant,4,36.24926,-82.55645,Telford,TN
10907,11/10/2044,128789.6405,5,Suburbs,Developed,9,Banquet,2,36.37168,-81.75667,Trade,TN
10908,11/11/2044,71504.33749,5,Suburbs,Recent,1,Cafeteria,5,36.18977,-82.30084,Unicoi,TN
10909,11/12/2044,146917.2446,6,Suburbs,Well-Known,10,Banquet,4,36.38621,-82.27585,Watauga,TN
10910,11/13/2044,208757.323,4,Suburbs,Well-Known,7,Full Service Restaurant,1,35.79414,-83.9846,Alcoa,TN
10911,11/14/2044,134628.9912,2,Suburbs,Recent,8,Full Service Restaurant,5,36.22893,-84.01005,Andersonville,TN
10912,11/15/2044,104417.925,7,Downtown,Recent,6,Cafeteria,1,36.32525,-83.33404,Bean Station,TN
10913,11/16/2044,158637.4,1,Suburbs,Recent,1,Full Service Restaurant,1,36.16497,-83.6648,Blaine,TN
10914,11/17/2044,146003.3181,6,Downtown,Well-Known,9,Cafeteria,3,36.15863,-84.31611,Briceville,TN
10915,11/18/2044,122851.591,2,Suburbs,Well-Known,6,Cafeteria,3,36.28318,-83.03736,Bulls Gap,TN
10916,11/19/2044,132827.9777,2,Downtown,Well-Known,3,Banquet,4,36.09017,-83.13206,Bybee,TN
10917,11/20/2044,177436.6504,6,Downtown,Recent,10,Full Service Restaurant,5,36.26643,-84.26994,Caryville,TN
10918,11/21/2044,130985.7091,5,Suburbs,Developed,8,Full Service Restaurant,4,36.55424,-83.96049,Clairfield,TN
10919,11/22/2044,136049.7373,2,Suburbs,Well-Known,4,Full Service Restaurant,5,36.09954,-84.16803,Clinton,TN
10920,11/23/2044,147362.045,5,Suburbs,Developed,6,Banquet,2,36.02246,-84.42936,Coalfield,TN
10921,11/24/2044,100166.0725,4,Downtown,Well-Known,7,Banquet,3,36.13176,-83.80706,Corryton,TN
10922,11/25/2044,108193.0006,1,Downtown,Recent,5,Cafeteria,2,35.80702,-83.23447,Cosby,TN
10923,11/26/2044,162822.6161,5,Suburbs,Developed,1,Full Service Restaurant,1,35.95367,-84.82058,Crab Orchard,TN
10924,11/27/2044,119467.245,5,Downtown,Well-Known,8,Banquet,2,36.54689,-83.70098,Cumberland Gap,TN
10925,11/28/2044,106196.5442,2,Suburbs,Recent,2,Banquet,2,35.99875,-83.39826,Dandridge,TN
10926,11/29/2044,159286.1139,7,Suburbs,Recent,5,Full Service Restaurant,3,36.20754,-84.8344,Deer Lodge,TN
10927,11/30/2044,144406.9549,2,Downtown,Well-Known,8,Full Service Restaurant,5,35.88807,-83.00727,Del Rio,TN
10928,12/1/2044,153727.4833,1,Suburbs,Well-Known,7,Cafeteria,4,36.51669,-84.0345,Duff,TN
10929,12/2/2044,137389.6632,4,Suburbs,Recent,4,Banquet,3,36.54748,-83.97553,Eagan,TN
10930,12/3/2044,152410.6872,4,Downtown,Developed,2,Cafeteria,5,36.54327,-83.00662,Eidson,TN
10931,12/4/2044,125700.4495,2,Suburbs,Recent,5,Cafeteria,1,36.32708,-84.6064,Elgin,TN
10932,12/5/2044,90084.59023,4,Downtown,Well-Known,6,Cafeteria,3,36.35405,-84.71124,Rugby,TN
10933,12/6/2044,132375.6412,5,Suburbs,Developed,4,Cafeteria,2,35.7577,-84.11981,Friendsville,TN
10934,12/7/2044,83372.06995,1,Downtown,Developed,5,Cafeteria,2,35.6702,-83.47481,Gatlinburg,TN
10935,12/8/2044,84553.03287,1,Suburbs,Well-Known,3,Cafeteria,4,35.6754,-84.18028,Greenback,TN
10936,12/9/2044,109042.5388,1,Downtown,Recent,1,Cafeteria,2,36.0655,-82.85674,Greeneville,TN
10937,12/10/2044,149829.283,2,Suburbs,Recent,4,Banquet,5,36.27443,-82.82388,Greeneville,TN
10938,12/11/2044,113339.7754,2,Suburbs,Well-Known,8,Cafeteria,5,35.94879,-84.5134,Harriman,TN
10939,12/12/2044,145625.1501,5,Suburbs,Developed,1,Banquet,3,36.56934,-83.53979,Harrogate,TN
10940,12/13/2044,118292.3313,4,Suburbs,Developed,8,Full Service Restaurant,3,35.82308,-83.10035,Hartford,TN
10941,12/14/2044,173241.0162,6,Suburbs,Well-Known,6,Banquet,2,36.13112,-84.03295,Heiskell,TN
10942,12/15/2044,164678.3507,1,Suburbs,Well-Known,4,Banquet,4,36.41295,-84.52727,Helenwood,TN
10943,12/16/2044,161916.027,2,Downtown,Developed,9,Full Service Restaurant,3,36.3046,-84.41983,Huntsville,TN
10944,12/17/2044,112542.1173,4,Downtown,Recent,6,Banquet,5,36.30165,-84.14314,Jacksboro,TN
10945,12/18/2044,201519.7827,4,Downtown,Developed,8,Full Service Restaurant,3,36.11059,-83.46447,Jefferson City,TN
10946,12/19/2044,136921.682,5,Suburbs,Well-Known,5,Banquet,3,36.5771,-84.12599,Jellico,TN
10947,12/20/2044,161269.3553,2,Downtown,Recent,9,Full Service Restaurant,4,35.82252,-84.49248,Kingston,TN
10948,12/21/2044,153891.4302,6,Suburbs,Recent,5,Cafeteria,5,35.97092,-83.61716,Kodak,TN
10949,12/22/2044,101186.6066,3,Downtown,Recent,2,Banquet,5,36.5719,-83.0649,Kyles Ford,TN
10950,12/23/2044,187259.5746,5,Downtown,Well-Known,9,Full Service Restaurant,1,36.39801,-84.08637,La Follette,TN
10951,12/24/2044,160424.2445,6,Suburbs,Recent,7,Cafeteria,4,36.21841,-84.15332,Rocky Top,TN
10952,12/25/2044,146024.7628,6,Downtown,Well-Known,6,Cafeteria,5,36.15335,-84.66307,Lancing,TN
10953,12/26/2044,164775.6906,7,Suburbs,Developed,6,Banquet,4,35.83931,-84.31655,Lenoir City,TN
10954,12/27/2044,165790.4035,7,Suburbs,Well-Known,1,Cafeteria,1,35.78825,-84.21878,Lenoir City,TN
10955,12/28/2044,102122.745,1,Suburbs,Recent,4,Full Service Restaurant,2,35.7304,-84.35411,Loudon,TN
10956,12/29/2044,183788.7541,5,Suburbs,Recent,3,Full Service Restaurant,1,35.82711,-84.05208,Louisville,TN
10957,12/30/2044,120858.0436,6,Downtown,Well-Known,6,Banquet,1,36.21514,-83.75606,Luttrell,TN
10958,12/31/2044,116647.3236,7,Suburbs,Recent,6,Cafeteria,3,35.66815,-84.08768,Maryville,TN
10959,1/1/2045,121531.6212,5,Suburbs,Well-Known,10,Banquet,3,35.66053,-83.98471,Maryville,TN
10960,1/2/2045,175545.3641,6,Downtown,Developed,5,Cafeteria,3,35.79207,-83.89312,Maryville,TN
10961,1/3/2045,130394.9633,1,Downtown,Well-Known,4,Full Service Restaurant,3,36.08385,-83.72845,Mascot,TN
10962,1/4/2045,135473.199,3,Downtown,Developed,1,Banquet,2,36.26003,-83.82806,Maynardville,TN
10963,1/5/2045,183921.8513,7,Downtown,Recent,8,Banquet,4,36.15417,-83.03483,Midway,TN
10964,1/6/2045,189185.0449,6,Downtown,Developed,7,Full Service Restaurant,5,36.18021,-83.10307,Mohawk,TN
10965,1/7/2045,168903.625,1,Suburbs,Well-Known,4,Cafeteria,5,36.35524,-83.21486,Mooresburg,TN
10966,1/8/2045,158369.9884,4,Downtown,Well-Known,1,Cafeteria,5,36.176,-83.26506,Morristown,TN
10967,1/9/2045,149810.6339,4,Suburbs,Well-Known,6,Banquet,4,36.23563,-83.33153,Morristown,TN
10968,1/10/2045,135966.9661,4,Suburbs,Well-Known,1,Cafeteria,1,36.18917,-82.96871,Mosheim,TN
10969,1/11/2045,117060.571,1,Downtown,Developed,4,Cafeteria,4,36.55423,-84.21192,Newcomb,TN
10970,1/12/2045,210129.6679,3,Downtown,Well-Known,1,Full Service Restaurant,5,36.08527,-83.56636,New Market,TN
10971,1/13/2045,147105.4547,5,Suburbs,Developed,4,Cafeteria,3,35.97622,-83.19483,Newport,TN
10972,1/14/2045,124304.6024,2,Suburbs,Developed,7,Cafeteria,1,36.41243,-83.69154,New Tazewell,TN
10973,1/15/2045,113426.5144,4,Suburbs,Well-Known,7,Banquet,1,35.55828,-84.58966,Niota,TN
10974,1/16/2045,164483.986,1,Downtown,Well-Known,6,Banquet,4,36.19797,-84.06905,Norris,TN
10975,1/17/2045,123042.0644,4,Downtown,Developed,4,Banquet,1,36.00388,-84.63241,Oakdale,TN
10976,1/18/2045,86669.00264,4,Downtown,Recent,8,Cafeteria,1,35.96501,-84.2912,Oak Ridge,TN
10977,1/19/2045,121558.6393,2,Downtown,Well-Known,2,Cafeteria,1,36.05933,-84.37547,Oliver Springs,TN
10978,1/20/2045,118267.0206,3,Downtown,Well-Known,2,Cafeteria,5,36.51837,-84.57832,Oneida,TN
10979,1/21/2045,186479.4587,3,Downtown,Developed,3,Full Service Restaurant,2,36.00787,-83.05135,Parrottsville,TN
10980,1/22/2045,164676.7977,1,Downtown,Recent,9,Banquet,4,36.09337,-84.43956,Petros,TN
10981,1/23/2045,88399.295,7,Downtown,Recent,8,Cafeteria,2,35.68052,-84.48497,Philadelphia,TN
10982,1/24/2045,139866.4221,3,Suburbs,Developed,1,Banquet,2,36.4342,-84.27891,Pioneer,TN
10983,1/25/2045,191693.1771,2,Suburbs,Well-Known,1,Banquet,3,36.23572,-83.6801,Powder Springs,TN
10984,1/26/2045,104853.5852,6,Suburbs,Recent,4,Banquet,1,36.0585,-84.04314,Powell,TN
10985,1/27/2045,176273.1057,5,Downtown,Recent,9,Full Service Restaurant,4,36.58232,-83.90613,Pruden,TN
10986,1/28/2045,195619.8773,1,Suburbs,Recent,7,Full Service Restaurant,3,36.32643,-84.58394,Robbins,TN
10987,1/29/2045,167040.7414,7,Downtown,Developed,5,Banquet,1,35.83629,-83.91275,Rockford,TN
10988,1/30/2045,102818.3968,2,Downtown,Developed,5,Cafeteria,1,35.87866,-84.71717,Rockwood,TN
10989,1/31/2045,153675.7574,7,Suburbs,Well-Known,8,Cafeteria,4,36.42008,-82.94223,Rogersville,TN
10990,2/1/2045,173289.0365,5,Downtown,Developed,4,Banquet,2,36.25305,-83.18254,Russellville,TN
10991,2/2/2045,116249.1515,2,Suburbs,Recent,2,Banquet,4,36.24647,-83.51235,Rutledge,TN
10992,2/3/2045,189128.1238,5,Downtown,Well-Known,5,Banquet,1,35.77803,-83.6125,Sevierville,TN
10993,2/4/2045,154697.198,6,Suburbs,Developed,9,Banquet,1,35.78596,-83.56217,Pigeon Forge,TN
10994,2/5/2045,101592.1216,2,Suburbs,Well-Known,8,Cafeteria,4,35.84936,-83.74095,Seymour,TN
10995,2/6/2045,174370.1633,5,Suburbs,Well-Known,4,Cafeteria,3,36.34644,-83.85615,Sharps Chapel,TN
10996,2/7/2045,138058.271,4,Suburbs,Developed,5,Banquet,2,36.51846,-83.24129,Sneedville,TN
10997,2/8/2045,178690.1581,7,Downtown,Developed,4,Cafeteria,1,36.46339,-83.83521,Speedwell,TN
10998,2/9/2045,166120.7113,4,Downtown,Well-Known,8,Full Service Restaurant,5,36.04932,-83.67885,Strawberry Plains,TN
10999,2/10/2045,149978.9828,7,Suburbs,Recent,6,Cafeteria,5,36.26951,-84.64952,Sunbright,TN
11000,2/11/2045,110817.7915,4,Downtown,Well-Known,6,Cafeteria,4,36.52582,-82.84799,Surgoinsville,TN
11001,2/12/2045,191333.3068,6,Downtown,Well-Known,1,Banquet,4,35.5981,-84.45768,Sweetwater,TN
11002,2/13/2045,95231.64984,6,Suburbs,Well-Known,7,Cafeteria,4,35.86584,-83.47938,Sevierville,TN
11003,2/14/2045,160950.1286,6,Downtown,Developed,1,Banquet,2,36.15098,-83.40305,Talbott,TN
11004,2/15/2045,165608.4994,5,Downtown,Well-Known,7,Full Service Restaurant,5,35.62122,-83.90319,Tallassee,TN
11005,2/16/2045,171459.6149,2,Suburbs,Well-Known,2,Banquet,4,36.47714,-83.49523,Tazewell,TN
11006,2/17/2045,140702.5025,4,Suburbs,Recent,1,Banquet,2,35.69986,-84.66839,Ten Mile,TN
11007,2/18/2045,151345.8966,7,Suburbs,Recent,7,Cafeteria,3,36.40096,-83.34146,Thorn Hill,TN
11008,2/19/2045,125164.9326,4,Suburbs,Recent,1,Cafeteria,5,35.60488,-83.80989,Townsend,TN
11009,2/20/2045,112990.7856,5,Suburbs,Developed,1,Full Service Restaurant,4,35.48817,-84.1212,Vonore,TN
11010,2/21/2045,113334.488,2,Downtown,Well-Known,1,Cafeteria,5,35.74557,-83.80472,Walland,TN
11011,2/22/2045,206491.1869,2,Downtown,Recent,9,Full Service Restaurant,3,36.09667,-84.58472,Wartburg,TN
11012,2/23/2045,172515.3668,1,Downtown,Well-Known,9,Full Service Restaurant,3,36.31023,-83.61133,Washburn,TN
11013,2/24/2045,140593.986,6,Downtown,Recent,5,Banquet,5,36.08151,-83.29334,White Pine,TN
11014,2/25/2045,123470.0454,5,Downtown,Recent,2,Banquet,2,36.29001,-83.13771,Whitesburg,TN
11015,2/26/2045,164080.7059,1,Suburbs,Developed,1,Full Service Restaurant,3,36.55319,-84.3717,Winfield,TN
11016,2/27/2045,186575.9162,5,Downtown,Well-Known,4,Full Service Restaurant,5,35.96378,-83.92022,Knoxville,TN
11017,2/28/2045,135636.8601,3,Downtown,Recent,8,Full Service Restaurant,3,35.94757,-84.0214,Knoxville,TN
11018,3/1/2045,166302.3594,5,Suburbs,Recent,5,Banquet,4,36.00751,-83.98483,Knoxville,TN
11019,3/2/2045,146617.8294,1,Suburbs,Developed,1,Full Service Restaurant,4,35.9796,-83.79919,Knoxville,TN
11020,3/3/2045,196358.4075,7,Suburbs,Well-Known,2,Banquet,3,35.97051,-83.89998,Knoxville,TN
11021,3/4/2045,185178.6062,3,Suburbs,Developed,9,Banquet,3,35.95306,-83.93338,Knoxville,TN
11022,3/5/2045,114927.8832,5,Downtown,Developed,2,Banquet,3,36.00119,-83.91371,Knoxville,TN
11023,3/6/2045,78152.49581,2,Suburbs,Developed,5,Cafeteria,1,36.06085,-83.90938,Knoxville,TN
11024,3/7/2045,210316.4178,6,Downtown,Developed,8,Full Service Restaurant,1,35.9143,-84.0011,Knoxville,TN
11025,3/8/2045,120383.5449,6,Suburbs,Well-Known,7,Cafeteria,4,35.91071,-83.8593,Knoxville,TN
11026,3/9/2045,109254.3687,7,Suburbs,Developed,5,Cafeteria,5,35.97926,-84.00285,Knoxville,TN
11027,3/10/2045,155139.8844,6,Downtown,Well-Known,3,Cafeteria,3,35.86154,-84.10034,Knoxville,TN
11028,3/11/2045,203807.7996,2,Downtown,Well-Known,1,Full Service Restaurant,3,35.92608,-84.08022,Knoxville,TN
11029,3/12/2045,88401.9433,5,Downtown,Developed,5,Cafeteria,4,36.03578,-83.80247,Knoxville,TN
11030,3/13/2045,197018.4936,7,Downtown,Developed,2,Banquet,4,35.976,-84.12517,Knoxville,TN
11031,3/14/2045,197463.2634,2,Downtown,Developed,3,Full Service Restaurant,5,35.92252,-84.19592,Knoxville,TN
11032,3/15/2045,134465.3731,4,Downtown,Well-Known,2,Cafeteria,1,35.87289,-84.17913,Farragut,TN
11033,3/16/2045,171758.8579,1,Downtown,Developed,1,Banquet,3,36.12392,-83.9386,Knoxville,TN
11034,3/17/2045,137662.4675,7,Downtown,Developed,6,Banquet,5,35.81094,-89.15658,Alamo,TN
11035,3/18/2045,193993.6378,5,Downtown,Recent,5,Banquet,5,35.28695,-89.7084,Arlington,TN
11036,3/19/2045,166411.75,6,Suburbs,Recent,6,Full Service Restaurant,5,35.41885,-89.76739,Atoka,TN
11037,3/20/2045,126756.9849,5,Downtown,Developed,9,Cafeteria,5,35.6949,-89.09725,Bells,TN
11038,3/21/2045,83633.33168,3,Suburbs,Recent,1,Cafeteria,5,36.15948,-89.4271,Bogota,TN
11039,3/22/2045,127854.4519,2,Suburbs,Developed,10,Full Service Restaurant,4,35.24682,-88.99499,Bolivar,TN
11040,3/23/2045,171478.0367,3,Downtown,Recent,9,Banquet,4,35.46697,-89.70724,Brighton,TN
11041,3/24/2045,87733.71615,7,Downtown,Recent,10,Cafeteria,3,35.60824,-89.27013,Brownsville,TN
11042,3/25/2045,140038.0407,5,Downtown,Developed,2,Full Service Restaurant,4,35.55867,-89.82317,Burlison,TN
11043,3/26/2045,131492.5889,6,Downtown,Recent,7,Full Service Restaurant,4,35.17981,-89.75885,Cordova,TN
11044,3/27/2045,193497.4482,4,Suburbs,Recent,8,Full Service Restaurant,2,35.0675,-89.65065,Collierville,TN
11045,3/28/2045,94695.02154,1,Downtown,Well-Known,5,Cafeteria,4,35.13812,-89.76591,Cordova,TN
11046,3/29/2045,175473.7126,1,Downtown,Well-Known,3,Banquet,1,35.56347,-89.63019,Covington,TN
11047,3/30/2045,111089.8236,3,Downtown,Recent,8,Cafeteria,3,35.87583,-89.16472,Crockett Mills,TN
11048,3/31/2045,193495.3117,5,Downtown,Developed,4,Full Service Restaurant,4,35.47979,-89.94491,Drummonds,TN
11049,4/1/2045,178233.7202,1,Suburbs,Recent,10,Full Service Restaurant,1,36.03641,-89.38076,Dyersburg,TN
11050,4/2/2045,160966.9363,6,Downtown,Well-Known,8,Banquet,2,35.18309,-89.63487,Eads,TN
11051,4/3/2045,194320.6136,5,Downtown,Recent,3,Full Service Restaurant,1,35.23874,-89.82189,Ellendale,TN
11052,4/4/2045,135688.0441,7,Suburbs,Developed,10,Full Service Restaurant,2,36.01192,-89.5913,Finley,TN
11053,4/5/2045,168083.2574,7,Downtown,Recent,3,Banquet,1,35.90976,-89.23443,Friendship,TN
11054,4/6/2045,150239.645,1,Downtown,Developed,3,Banquet,5,35.3202,-89.62583,Gallaway,TN
11055,4/7/2045,138101.0262,2,Downtown,Well-Known,5,Cafeteria,3,35.79604,-89.39374,Gates,TN
11056,4/8/2045,186086.07,6,Downtown,Recent,2,Banquet,5,35.05811,-89.18215,Grand Junction,TN
11057,4/9/2045,112422.0117,1,Suburbs,Developed,2,Banquet,3,35.88516,-89.43398,Halls,TN
11058,4/10/2045,93342.47048,4,Suburbs,Developed,6,Banquet,4,35.64371,-89.70457,Henning,TN
11059,4/11/2045,119925.7391,5,Suburbs,Developed,1,Banquet,1,35.1474,-89.13854,Hickory Valley,TN
11060,4/12/2045,169523.4676,6,Suburbs,Developed,5,Cafeteria,1,35.20535,-88.80319,Hornsby,TN
11061,4/13/2045,212640.6295,6,Downtown,Developed,10,Full Service Restaurant,3,35.06985,-89.24792,La Grange,TN
11062,4/14/2045,208957.4343,2,Downtown,Developed,4,Full Service Restaurant,4,36.09055,-89.50346,Lenox,TN
11063,4/15/2045,145891.4693,5,Suburbs,Developed,8,Cafeteria,5,35.39033,-89.54863,Mason,TN
11064,4/16/2045,150148.1173,2,Suburbs,Recent,4,Cafeteria,2,35.82956,-89.23304,Maury City,TN
11065,4/17/2045,170515.4224,7,Downtown,Developed,6,Banquet,1,35.08626,-88.91097,Middleton,TN
11066,4/18/2045,208879.9572,2,Suburbs,Well-Known,4,Full Service Restaurant,4,35.34422,-89.95337,Millington,TN
11067,4/19/2045,178434.3785,1,Downtown,Developed,8,Banquet,3,35.33636,-89.87356,Millington,TN
11068,4/20/2045,142126.5596,7,Suburbs,Developed,2,Cafeteria,3,35.05337,-89.36722,Moscow,TN
11069,4/21/2045,186549.3895,6,Downtown,Recent,6,Full Service Restaurant,4,35.45892,-89.81969,Munford,TN
11070,4/22/2045,189454.9177,7,Downtown,Developed,1,Full Service Restaurant,5,36.1111,-89.24521,Newbern,TN
11071,4/23/2045,156669.5535,6,Suburbs,Well-Known,1,Banquet,3,35.2091,-89.50332,Oakland,TN
11072,4/24/2045,156180.5558,4,Downtown,Recent,8,Cafeteria,3,35.06498,-88.76755,Pocahontas,TN
11073,4/25/2045,134088.2374,3,Suburbs,Recent,10,Banquet,2,35.75577,-89.63995,Ripley,TN
11074,4/26/2045,143717.6297,3,Suburbs,Recent,7,Cafeteria,3,35.0748,-89.5323,Rossville,TN
11075,4/27/2045,152343.0844,1,Downtown,Well-Known,9,Banquet,2,35.09286,-89.04265,Saulsbury,TN
11076,4/28/2045,111418.7045,2,Suburbs,Developed,3,Banquet,2,35.26682,-89.33586,Somerville,TN
11077,4/29/2045,136095.7755,1,Downtown,Recent,7,Banquet,1,35.46388,-89.36435,Stanton,TN
11078,4/30/2045,94290.62207,6,Suburbs,Recent,5,Banquet,5,35.94354,-89.23696,Tigrett,TN
11079,5/1/2045,174477.9576,7,Downtown,Recent,3,Banquet,2,35.36844,-89.15179,Whiteville,TN
11080,5/2/2045,167747.4266,5,Downtown,Developed,10,Banquet,2,35.13552,-89.43809,Williston,TN
11081,5/3/2045,169725.6465,6,Suburbs,Well-Known,3,Cafeteria,5,36.32806,-89.47442,Wynnburg,TN
11082,5/4/2045,134980.5041,5,Downtown,Developed,7,Cafeteria,5,36.4302,-89.46291,Tiptonville,TN
11083,5/5/2045,102209.2265,3,Suburbs,Recent,5,Cafeteria,1,36.20974,-89.52713,Ridgely,TN
11084,5/6/2045,155079.7748,4,Suburbs,Recent,2,Full Service Restaurant,4,35.15313,-90.05543,Memphis,TN
11085,5/7/2045,126476.6026,7,Downtown,Well-Known,7,Banquet,2,35.1326,-90.00372,Memphis,TN
11086,5/8/2045,166712.6533,5,Suburbs,Developed,10,Full Service Restaurant,4,35.15123,-90.03515,Memphis,TN
11087,5/9/2045,148985.6389,7,Downtown,Developed,5,Cafeteria,4,35.10146,-90.09693,Memphis,TN
11088,5/10/2045,91077.72482,1,Suburbs,Developed,7,Banquet,1,35.17017,-90.02373,Memphis,TN
11089,5/11/2045,159239.9326,6,Downtown,Well-Known,9,Cafeteria,2,35.17607,-89.96971,Memphis,TN
11090,5/12/2045,133488.6254,5,Downtown,Recent,4,Full Service Restaurant,2,35.03394,-90.14947,Memphis,TN
11091,5/13/2045,114973.939,5,Suburbs,Developed,10,Cafeteria,2,35.11014,-89.9441,Memphis,TN
11092,5/14/2045,97634.33256,6,Suburbs,Recent,3,Full Service Restaurant,1,35.14785,-89.97668,Memphis,TN
11093,5/15/2045,86518.03367,3,Suburbs,Recent,1,Cafeteria,3,35.09649,-89.98585,Memphis,TN
11094,5/16/2045,155573.5277,2,Suburbs,Well-Known,6,Cafeteria,3,35.05496,-89.86356,Memphis,TN
11095,5/17/2045,175993.8961,1,Suburbs,Well-Known,9,Cafeteria,2,35.03331,-90.01092,Memphis,TN
11096,5/18/2045,157217.7687,5,Downtown,Recent,2,Full Service Restaurant,4,35.11524,-89.90529,Memphis,TN
11097,5/19/2045,88843.583,4,Suburbs,Recent,3,Banquet,5,35.03584,-89.93152,Memphis,TN
11098,5/20/2045,99884.29142,2,Downtown,Recent,1,Banquet,5,35.07975,-89.84584,Memphis,TN
11099,5/21/2045,158771.6235,1,Downtown,Developed,10,Cafeteria,1,35.12352,-89.85219,Memphis,TN
