Profit,Capacity_Score,Area,Age,Food_Diversity_Score,Type,Price_Range,City,State
124949.5504,1,Suburbs,Recent,5,Full Service Restaurant,2,Summit Station,PA
73507.39987,1,Suburbs,Recent,4,Cafeteria,5,Tower City,PA
163535.9834,2,Downtown,Recent,2,Cafeteria,5,Tremont,PA
79865.24202,4,Suburbs,Developed,10,Cafeteria,5,Tuscarora,PA
87642.8223,5,Suburbs,Recent,2,Banquet,4,Valley View,PA
120587.4702,6,Suburbs,Well-Known,4,Banquet,3,Zion Grove,PA
76695.16566,3,Suburbs,Developed,7,Cafeteria,3,Alburtis,PA
192896.9514,1,Downtown,Recent,3,Banquet,3,Bangor,PA
146087.5708,1,Suburbs,Developed,6,Cafeteria,3,Bath,PA
100778.787,4,Downtown,Well-Known,6,Banquet,2,Bethlehem,PA
148245.2504,6,Downtown,Recent,7,Banquet,5,Bethlehem,PA
196012.0793,3,Downtown,Recent,1,Full Service Restaurant,1,Bethlehem,PA
166596.3783,4,Downtown,Recent,6,Cafeteria,3,Bethlehem,PA
96761.94782,3,Suburbs,Recent,10,Full Service Restaurant,1,Bethlehem,PA
171278.9286,6,Suburbs,Well-Known,7,Cafeteria,4,Bowmanstown,PA
186632.0384,5,Downtown,Well-Known,5,Banquet,1,Breinigsville,PA
214787.8895,7,Downtown,Well-Known,8,Full Service Restaurant,2,Catasauqua,PA
162782.8506,2,Downtown,Well-Known,8,Banquet,1,Center Valley,PA
157303.4908,5,Downtown,Recent,2,Banquet,5,Cherryville,PA
104215.8423,5,Suburbs,Recent,5,Full Service Restaurant,1,Coopersburg,PA
124190.7588,2,Suburbs,Recent,10,Full Service Restaurant,5,Coplay,PA
99628.41446,1,Suburbs,Developed,8,Banquet,2,Danielsville,PA
106948.885,1,Suburbs,Developed,5,Banquet,4,Easton,PA
126773.6516,3,Suburbs,Developed,5,Full Service Restaurant,2,East Greenville,PA
159247.2054,4,Downtown,Well-Known,10,Banquet,3,Easton,PA
167592.1722,6,Downtown,Recent,4,Banquet,3,Easton,PA
154773.0098,2,Downtown,Developed,8,Cafeteria,4,East Texas,PA
95815.99827,4,Downtown,Recent,5,Cafeteria,4,Emmaus,PA
139693.4836,1,Downtown,Recent,7,Cafeteria,2,Fogelsville,PA
101005.4975,7,Downtown,Developed,10,Cafeteria,3,Whitehall,PA
121680.6718,6,Downtown,Developed,10,Full Service Restaurant,4,Germansville,PA
111975.5827,3,Downtown,Developed,9,Banquet,3,Green Lane,PA
187957.337,7,Suburbs,Well-Known,8,Banquet,3,Hellertown,PA
195196.3672,7,Suburbs,Well-Known,4,Banquet,2,Hereford,PA
118459.2014,4,Downtown,Well-Known,10,Banquet,2,Kunkletown,PA
115738.1351,1,Downtown,Developed,6,Banquet,1,Laurys Station,PA
106108.349,6,Suburbs,Recent,4,Cafeteria,4,Macungie,PA
164541.0513,4,Suburbs,Developed,10,Full Service Restaurant,2,Martins Creek,PA
166307.4968,2,Suburbs,Developed,5,Cafeteria,4,Nazareth,PA
143102.4802,1,Downtown,Developed,3,Banquet,5,New Tripoli,PA
178133.5599,2,Suburbs,Well-Known,8,Cafeteria,4,Northampton,PA
119323.7596,1,Downtown,Recent,2,Cafeteria,2,Old Zionsville,PA
113759.1246,5,Downtown,Recent,8,Banquet,2,Orefield,PA
76843.11544,3,Suburbs,Recent,9,Cafeteria,3,Palm,PA
92111.38205,3,Downtown,Recent,3,Cafeteria,3,Palmerton,PA
127004.4931,3,Suburbs,Developed,7,Banquet,1,Pen Argyl,PA
122972.1491,1,Suburbs,Recent,4,Full Service Restaurant,5,Pennsburg,PA
181690.5496,7,Downtown,Developed,2,Banquet,1,Perkiomenville,PA
127502.9049,1,Suburbs,Recent,5,Banquet,5,Red Hill,PA
87633.22624,3,Suburbs,Developed,9,Cafeteria,1,Riegelsville,PA
151060.3889,7,Downtown,Developed,7,Banquet,1,Schnecksville,PA
118068.5073,6,Suburbs,Recent,9,Banquet,4,Slatedale,PA
101463.8899,3,Suburbs,Developed,10,Cafeteria,4,Slatington,PA
79304.26418,5,Suburbs,Developed,9,Cafeteria,5,Springtown,PA
172667.8192,6,Suburbs,Developed,3,Full Service Restaurant,2,Stockertown,PA
157366.2897,5,Downtown,Recent,1,Full Service Restaurant,4,Tatamy,PA
123637.7353,4,Suburbs,Developed,9,Full Service Restaurant,4,Treichlers,PA
149557.5114,7,Downtown,Developed,4,Full Service Restaurant,5,Trexlertown,PA
133899.8563,3,Suburbs,Well-Known,5,Banquet,2,Walnutport,PA
169703.0967,2,Downtown,Well-Known,8,Banquet,4,Wind Gap,PA
160269.5631,6,Suburbs,Recent,6,Banquet,4,Zionsville,PA
145513.8684,3,Downtown,Developed,5,Cafeteria,4,Allentown,PA
123000.9817,4,Downtown,Developed,4,Cafeteria,1,Allentown,PA
100004.6604,4,Downtown,Well-Known,6,Cafeteria,3,Allentown,PA
154937.6967,6,Suburbs,Recent,8,Cafeteria,5,Allentown,PA
107953.4752,3,Suburbs,Developed,8,Cafeteria,5,Allentown,PA
186743.6325,1,Suburbs,Well-Known,2,Full Service Restaurant,3,Allentown,PA
154314.0512,1,Downtown,Recent,4,Full Service Restaurant,3,Allentown,PA
116349.3689,5,Suburbs,Recent,8,Banquet,5,Allentown,PA
165187.8337,6,Downtown,Well-Known,9,Cafeteria,4,Hazleton,PA
164908.5269,6,Suburbs,Developed,4,Full Service Restaurant,5,Hazleton,PA
88345.67368,1,Downtown,Recent,6,Cafeteria,2,Albrightsville,PA
126320.3456,2,Downtown,Developed,1,Cafeteria,2,Andreas,PA
179300.5657,4,Downtown,Well-Known,6,Banquet,3,Ashfield,PA
87601.15726,5,Suburbs,Recent,4,Banquet,2,Barnesville,PA
162513.9516,4,Downtown,Developed,9,Full Service Restaurant,3,Beaver Meadows,PA
195871.3011,7,Downtown,Developed,4,Banquet,5,Coaldale,PA
100134.7499,5,Suburbs,Well-Known,9,Banquet,2,Conyngham,PA
147555.9461,5,Suburbs,Developed,9,Banquet,1,Delano,PA
140415.1675,2,Downtown,Well-Known,4,Cafeteria,1,Drifton,PA
159522.6844,5,Suburbs,Recent,7,Cafeteria,1,Drums,PA
110421.0519,4,Downtown,Developed,5,Banquet,4,Ebervale,PA
87386.01818,3,Downtown,Well-Known,2,Cafeteria,2,Freeland,PA
65592.31448,3,Suburbs,Recent,10,Cafeteria,4,Harleigh,PA
120254.5402,5,Downtown,Developed,2,Full Service Restaurant,2,Jim Thorpe,PA
116384.8595,4,Suburbs,Well-Known,7,Cafeteria,1,Junedale,PA
194269.4672,6,Suburbs,Well-Known,5,Banquet,2,Kelayres,PA
156834.4891,1,Suburbs,Developed,8,Cafeteria,2,Lansford,PA
131003.8064,1,Suburbs,Well-Known,10,Banquet,2,Lattimer Mines,PA
143599.7688,3,Downtown,Recent,4,Full Service Restaurant,3,Lehighton,PA
182589.1765,3,Suburbs,Well-Known,9,Banquet,3,Mcadoo,PA
110393.9569,7,Suburbs,Well-Known,4,Banquet,3,Milnesville,PA
173316.3252,4,Suburbs,Developed,8,Banquet,4,Nesquehoning,PA
197018.4312,5,Downtown,Well-Known,7,Banquet,2,Nuremberg,PA
170601.899,2,Suburbs,Recent,5,Full Service Restaurant,5,Oneida,PA
165398.995,5,Suburbs,Recent,7,Banquet,3,Parryville,PA
129876.1723,1,Suburbs,Well-Known,9,Full Service Restaurant,4,Quakake,PA
148020.1888,7,Downtown,Recent,1,Cafeteria,3,Rock Glen,PA
161464.5432,3,Suburbs,Well-Known,9,Banquet,1,Sheppton,PA
185902.0532,3,Suburbs,Well-Known,4,Banquet,1,Sugarloaf,PA
156959.2885,3,Suburbs,Well-Known,10,Cafeteria,1,Summit Hill,PA
174025.8909,1,Suburbs,Developed,4,Full Service Restaurant,3,Sybertsville,PA
138796.3429,4,Suburbs,Recent,4,Cafeteria,4,Tamaqua,PA
194376.8866,4,Downtown,Well-Known,9,Banquet,3,Tresckow,PA
152761.3503,6,Suburbs,Well-Known,10,Banquet,4,Weatherly,PA
111133.9414,4,Suburbs,Well-Known,8,Banquet,5,Weston,PA
101335.2431,3,Suburbs,Developed,1,Banquet,4,East Stroudsburg,PA
104231.6153,2,Suburbs,Well-Known,9,Cafeteria,5,East Stroudsburg,PA
115730.1255,1,Downtown,Recent,1,Cafeteria,1,Bartonsville,PA
178931.413,5,Downtown,Recent,8,Full Service Restaurant,4,Brodheadsville,PA
149364.2095,3,Suburbs,Well-Known,5,Cafeteria,2,Buck Hill Falls,PA
123560.0939,6,Downtown,Recent,5,Cafeteria,5,Bushkill,PA
142288.1245,1,Downtown,Recent,6,Full Service Restaurant,4,Canadensis,PA
163104.581,1,Downtown,Developed,8,Cafeteria,2,Cresco,PA
183134.712,3,Suburbs,Developed,3,Full Service Restaurant,3,Delaware Water Gap,PA
142386.2915,2,Downtown,Developed,9,Full Service Restaurant,2,Dingmans Ferry,PA
150667.2632,5,Suburbs,Developed,3,Banquet,5,Effort,PA
104539.7497,4,Suburbs,Developed,8,Cafeteria,2,Gilbert,PA
149232.2106,7,Downtown,Recent,6,Cafeteria,4,Henryville,PA
205930.6734,3,Downtown,Well-Known,10,Full Service Restaurant,3,Kresgeville,PA
172922.3089,5,Downtown,Well-Known,4,Banquet,3,Long Pond,PA
155514.0109,2,Suburbs,Developed,8,Banquet,4,Marshalls Creek,PA
140819.7671,7,Downtown,Well-Known,8,Banquet,1,Matamoras,PA
132483.908,1,Suburbs,Well-Known,7,Cafeteria,5,Milford,PA
144695.7289,4,Downtown,Developed,1,Full Service Restaurant,3,Millrift,PA
129166.4636,1,Suburbs,Recent,3,Banquet,2,Mountainhome,PA
146866.3539,6,Downtown,Developed,5,Cafeteria,4,Mount Bethel,PA
115275.8775,1,Downtown,Well-Known,4,Cafeteria,5,Mount Pocono,PA
194253.7684,3,Suburbs,Recent,3,Full Service Restaurant,4,Pocono Summit,PA
128201.4169,5,Suburbs,Well-Known,3,Banquet,1,Pocono Lake,PA
115957.5447,5,Downtown,Developed,4,Banquet,3,Pocono Manor,PA
189209.154,2,Suburbs,Recent,10,Full Service Restaurant,2,Pocono Pines,PA
196344.7146,2,Suburbs,Well-Known,1,Banquet,2,Portland,PA
98157.23214,7,Suburbs,Recent,3,Banquet,3,Reeders,PA
194583.8376,4,Downtown,Well-Known,10,Banquet,4,Saylorsburg,PA
168173.0446,4,Downtown,Developed,5,Banquet,1,Sciota,PA
179096.8046,3,Downtown,Well-Known,7,Banquet,3,Scotrun,PA
155110.345,2,Suburbs,Developed,7,Banquet,4,Shawnee On Delaware,PA
154557.1162,2,Downtown,Well-Known,5,Banquet,3,Skytop,PA
147801.597,3,Downtown,Well-Known,3,Full Service Restaurant,2,Stroudsburg,PA
156391.5967,4,Downtown,Well-Known,9,Cafeteria,2,Swiftwater,PA
108578.6797,3,Suburbs,Developed,9,Cafeteria,5,Tamiment,PA
121874.1295,2,Suburbs,Well-Known,1,Banquet,2,Tannersville,PA
131741.0897,4,Downtown,Developed,6,Banquet,3,Archbald,PA
165414.5712,6,Downtown,Well-Known,7,Cafeteria,1,Beach Lake,PA
204731.9016,7,Downtown,Recent,4,Full Service Restaurant,1,Carbondale,PA
168731.5696,3,Downtown,Recent,4,Banquet,3,Clarks Summit,PA
147413.6367,3,Suburbs,Well-Known,8,Full Service Restaurant,2,Clifford,PA
149410.3869,5,Suburbs,Well-Known,7,Banquet,2,Dalton,PA
188272.6881,7,Suburbs,Developed,2,Banquet,1,Damascus,PA
175837.844,2,Downtown,Well-Known,9,Full Service Restaurant,3,Equinunk,PA
153600.3115,5,Downtown,Recent,7,Banquet,2,Factoryville,PA
127860.6148,4,Downtown,Recent,9,Cafeteria,4,Fleetville,PA
117229.7593,6,Suburbs,Recent,10,Full Service Restaurant,5,Forest City,PA
172368.1335,1,Downtown,Recent,2,Banquet,3,Gouldsboro,PA
187294.1685,2,Suburbs,Recent,10,Full Service Restaurant,3,Greeley,PA
144636.8244,6,Suburbs,Well-Known,2,Full Service Restaurant,2,Greentown,PA
122962.4112,6,Downtown,Well-Known,1,Banquet,3,Hamlin,PA
171501.2625,6,Downtown,Developed,10,Full Service Restaurant,1,Hawley,PA
98424.39408,6,Downtown,Recent,3,Banquet,5,Herrick Center,PA
136332.4322,3,Downtown,Well-Known,10,Full Service Restaurant,2,Honesdale,PA
166870.4429,4,Suburbs,Recent,5,Banquet,3,Jermyn,PA
179685.3059,6,Downtown,Developed,6,Full Service Restaurant,2,Jessup,PA
142260.1265,2,Suburbs,Well-Known,10,Banquet,5,Lackawaxen,PA
101717.4723,3,Suburbs,Recent,4,Banquet,5,Lake Ariel,PA
125683.0594,7,Downtown,Well-Known,5,Banquet,1,Lake Como,PA
181963.8453,2,Downtown,Well-Known,1,Full Service Restaurant,4,Lakeville,PA
186653.0912,2,Suburbs,Developed,8,Banquet,2,Lakewood,PA
186775.191,4,Downtown,Developed,9,Banquet,3,Lenoxville,PA
133588.5776,4,Suburbs,Recent,10,Full Service Restaurant,5,Milanville,PA
84676.78442,3,Downtown,Recent,1,Cafeteria,3,Moscow,PA
125927.5789,5,Suburbs,Well-Known,7,Full Service Restaurant,2,Newfoundland,PA
167729.0786,1,Suburbs,Well-Known,2,Full Service Restaurant,4,Nicholson,PA
128758.582,7,Downtown,Recent,4,Cafeteria,3,Olyphant,PA
175180.6225,2,Downtown,Well-Known,3,Banquet,1,Paupack,PA
140692.9997,3,Suburbs,Well-Known,1,Full Service Restaurant,3,Peckville,PA
212637.9716,5,Suburbs,Well-Known,5,Full Service Restaurant,2,Pleasant Mount,PA
120381.2105,3,Downtown,Recent,6,Cafeteria,4,Poyntelle,PA
175507.2133,7,Downtown,Well-Known,3,Banquet,1,Preston Park,PA
100188.0969,7,Suburbs,Well-Known,7,Banquet,3,Prompton,PA
98165.22307,2,Downtown,Recent,4,Cafeteria,1,Rowland,PA
124228.8251,5,Downtown,Developed,2,Full Service Restaurant,5,Shohola,PA
163686.5456,2,Downtown,Developed,6,Full Service Restaurant,5,South Canaan,PA
162895.6577,5,Suburbs,Developed,6,Cafeteria,1,South Sterling,PA
196148.9076,3,Downtown,Recent,3,Full Service Restaurant,2,Starlight,PA
164520.0901,7,Downtown,Developed,10,Cafeteria,5,Starrucca,PA
99348.58718,1,Downtown,Recent,10,Cafeteria,2,Sterling,PA
148836.3672,7,Suburbs,Recent,8,Cafeteria,3,Tafton,PA
88221.04719,6,Suburbs,Developed,9,Cafeteria,5,Thompson,PA
177519.3343,5,Suburbs,Recent,2,Banquet,3,Tobyhanna,PA
130061.6951,5,Downtown,Well-Known,6,Cafeteria,3,Tyler Hill,PA
130346.1389,5,Downtown,Developed,3,Banquet,3,Union Dale,PA
176924.3985,2,Suburbs,Recent,1,Full Service Restaurant,5,Waverly,PA
136817.8389,1,Downtown,Well-Known,2,Banquet,4,Waymart,PA
138509.1338,5,Suburbs,Developed,10,Full Service Restaurant,1,White Mills,PA
107064.6594,3,Suburbs,Well-Known,1,Cafeteria,1,Scranton,PA
163398.9619,5,Downtown,Well-Known,3,Full Service Restaurant,4,Scranton,PA
90659.45504,1,Suburbs,Recent,2,Cafeteria,3,Scranton,PA
72427.67221,1,Suburbs,Developed,1,Cafeteria,1,Moosic,PA
79804.15071,6,Downtown,Developed,9,Cafeteria,1,Scranton,PA
158541.9505,1,Suburbs,Developed,8,Full Service Restaurant,4,Scranton,PA
90798.46121,7,Suburbs,Recent,5,Cafeteria,2,Scranton,PA
133589.9368,5,Downtown,Developed,5,Banquet,2,Scranton,PA
156339.6387,3,Downtown,Recent,2,Full Service Restaurant,4,Taylor,PA
135008.2093,3,Downtown,Recent,1,Cafeteria,1,Old Forge,PA
107517.4212,4,Suburbs,Well-Known,3,Banquet,3,Scranton,PA
126186.657,3,Downtown,Well-Known,3,Cafeteria,3,Bear Creek,PA
174414.9575,2,Suburbs,Well-Known,3,Full Service Restaurant,2,Berwick,PA
103744.2256,2,Suburbs,Developed,9,Banquet,3,Blakeslee,PA
144259.0706,2,Downtown,Recent,9,Full Service Restaurant,3,Dallas,PA
102875.6923,7,Downtown,Well-Known,7,Banquet,2,Dushore,PA
122551.6916,2,Downtown,Recent,7,Cafeteria,1,Falls,PA
99052.64216,5,Suburbs,Developed,8,Banquet,2,Forksville,PA
94848.25058,6,Suburbs,Recent,5,Cafeteria,1,Glen Lyon,PA
130469.6605,2,Downtown,Developed,3,Full Service Restaurant,1,Harveys Lake,PA
95747.06509,1,Suburbs,Developed,10,Banquet,1,Hillsgrove,PA
135931.2221,1,Downtown,Developed,5,Full Service Restaurant,4,Hunlock Creek,PA
162764.7753,1,Suburbs,Recent,6,Banquet,5,Huntington Mills,PA
114605.3462,5,Suburbs,Recent,10,Cafeteria,5,Laceyville,PA
109335.5359,7,Suburbs,Recent,1,Cafeteria,3,Lake Harmony,PA
187543.6025,7,Suburbs,Developed,7,Full Service Restaurant,1,Lake Winola,PA
160418.5512,4,Suburbs,Well-Known,9,Banquet,2,Laporte,PA
100747.9358,4,Suburbs,Recent,3,Banquet,2,Lopez,PA
196624.1828,4,Suburbs,Well-Known,7,Full Service Restaurant,3,Mehoopany,PA
130758.0118,6,Downtown,Developed,4,Full Service Restaurant,5,Meshoppen,PA
182898.0326,4,Suburbs,Well-Known,4,Banquet,5,Mifflinville,PA
217155.4435,6,Downtown,Developed,7,Full Service Restaurant,5,Mildred,PA
151694.7765,2,Suburbs,Recent,6,Banquet,3,Nanticoke,PA
151815.4587,1,Downtown,Well-Known,2,Banquet,3,Nescopeck,PA
127121.9046,4,Downtown,Developed,4,Full Service Restaurant,1,Noxen,PA
130986.8621,7,Suburbs,Recent,4,Full Service Restaurant,5,Pittston,PA
82304.49994,4,Downtown,Developed,2,Cafeteria,4,Pittston,PA
158585.3951,2,Suburbs,Well-Known,6,Cafeteria,1,Duryea,PA
129845.1388,2,Downtown,Recent,10,Cafeteria,4,Pittston,PA
147013.998,5,Suburbs,Well-Known,10,Banquet,4,Wyoming,PA
217256.3426,6,Suburbs,Well-Known,9,Full Service Restaurant,4,Plymouth,PA
194339.0281,6,Suburbs,Well-Known,2,Full Service Restaurant,2,Ransom,PA
180417.329,2,Suburbs,Well-Known,8,Full Service Restaurant,4,Shickshinny,PA
174110.4791,5,Downtown,Recent,6,Cafeteria,1,Sweet Valley,PA
148029.4983,4,Suburbs,Developed,8,Full Service Restaurant,1,Tunkhannock,PA
88517.04184,1,Downtown,Recent,3,Cafeteria,5,Wapwallopen,PA
71340.16139,3,Suburbs,Developed,4,Cafeteria,1,White Haven,PA
194712.9821,1,Suburbs,Well-Known,9,Full Service Restaurant,4,Wilkes Barre,PA
173893.2892,4,Suburbs,Well-Known,8,Cafeteria,3,Wilkes Barre,PA
98752.47675,5,Suburbs,Well-Known,6,Banquet,4,Kingston,PA
107113.2754,4,Suburbs,Developed,5,Full Service Restaurant,4,Wilkes Barre,PA
148228.1277,2,Suburbs,Recent,1,Banquet,3,Wilkes Barre,PA
165285.0288,3,Downtown,Well-Known,2,Banquet,4,Mountain Top,PA
182124.0154,3,Suburbs,Developed,8,Banquet,3,Shavertown,PA
154384.1883,6,Downtown,Recent,5,Full Service Restaurant,5,Luzerne,PA
175054.69,1,Downtown,Well-Known,4,Cafeteria,3,Montrose,PA
120182.1852,4,Suburbs,Developed,9,Cafeteria,2,Athens,PA
180923.6198,7,Suburbs,Well-Known,3,Cafeteria,4,Brackney,PA
134970.0089,2,Suburbs,Developed,1,Cafeteria,2,Burlington,PA
148636.7532,7,Suburbs,Recent,5,Cafeteria,3,Dimock,PA
135538.6218,5,Suburbs,Well-Known,2,Banquet,1,East Smithfield,PA
185706.3872,1,Suburbs,Developed,8,Banquet,3,Friendsville,PA
176022.4919,1,Suburbs,Developed,7,Banquet,2,Great Bend,PA
136108.9469,5,Downtown,Developed,8,Cafeteria,1,Hallstead,PA
181955.2683,2,Downtown,Developed,5,Banquet,3,Harford,PA
156169.9688,6,Suburbs,Well-Known,2,Banquet,3,Hop Bottom,PA
180292.1119,2,Suburbs,Well-Known,7,Cafeteria,5,Jackson,PA
116099.9103,1,Downtown,Recent,4,Full Service Restaurant,5,Kingsley,PA
190420.8533,3,Downtown,Recent,2,Banquet,1,Lawton,PA
142122.3673,7,Downtown,Developed,8,Full Service Restaurant,1,Le Raysville,PA
166250.437,5,Downtown,Recent,2,Full Service Restaurant,2,Little Meadows,PA
97157.51983,7,Downtown,Developed,4,Cafeteria,2,Milan,PA
160972.9357,4,Suburbs,Developed,1,Banquet,3,Monroeton,PA
153775.0589,4,Suburbs,Developed,4,Full Service Restaurant,5,New Albany,PA
180888.5306,3,Suburbs,Recent,7,Full Service Restaurant,1,New Milford,PA
120555.3973,4,Downtown,Developed,5,Full Service Restaurant,4,Rome,PA
156785.8486,4,Downtown,Recent,5,Banquet,3,Sayre,PA
131989.8433,3,Downtown,Developed,10,Cafeteria,3,South Gibson,PA
159128.71,6,Downtown,Recent,9,Banquet,3,South Montrose,PA
89662.80192,6,Suburbs,Recent,7,Cafeteria,4,Springville,PA
142591.096,7,Suburbs,Recent,7,Cafeteria,1,Stevensville,PA
158131.122,6,Suburbs,Developed,1,Full Service Restaurant,2,Sugar Run,PA
177987.2519,5,Suburbs,Recent,2,Banquet,2,Susquehanna,PA
94965.71775,4,Suburbs,Well-Known,5,Cafeteria,4,Towanda,PA
192265.476,6,Suburbs,Well-Known,10,Banquet,4,Ulster,PA
146366.88,2,Suburbs,Developed,3,Cafeteria,3,Warren Center,PA
167195.8632,2,Downtown,Developed,5,Full Service Restaurant,2,Wyalusing,PA
182300.7562,5,Downtown,Well-Known,1,Banquet,2,Wysox,PA
144502.5143,1,Downtown,Recent,8,Full Service Restaurant,5,Doylestown,PA
141172.9643,4,Downtown,Well-Known,7,Full Service Restaurant,1,Doylestown,PA
109409.7469,4,Suburbs,Developed,1,Banquet,5,Buckingham,PA
136921.3737,2,Suburbs,Recent,8,Banquet,3,Carversville,PA
126998.556,1,Suburbs,Well-Known,3,Full Service Restaurant,3,Chalfont,PA
215394.9044,4,Downtown,Well-Known,5,Full Service Restaurant,1,Colmar,PA
165593.8793,5,Suburbs,Well-Known,1,Full Service Restaurant,4,Dublin,PA
141680.2967,5,Suburbs,Well-Known,10,Cafeteria,2,Erwinna,PA
139060.2887,1,Downtown,Well-Known,7,Cafeteria,1,Fountainville,PA
124002.4371,3,Downtown,Recent,3,Full Service Restaurant,4,Furlong,PA
137672.7263,4,Downtown,Recent,1,Cafeteria,1,Jamison,PA
141414.232,7,Suburbs,Well-Known,2,Full Service Restaurant,2,Kintnersville,PA
108282.7359,6,Downtown,Developed,3,Banquet,2,Line Lexington,PA
195803.6806,1,Downtown,Recent,6,Full Service Restaurant,2,Milford Square,PA
159330.5867,6,Downtown,Recent,6,Full Service Restaurant,3,Montgomeryville,PA
137093.8338,3,Suburbs,Developed,10,Cafeteria,5,New Hope,PA
168564.5331,2,Downtown,Well-Known,2,Cafeteria,4,Newtown,PA
143385.4466,1,Suburbs,Developed,6,Banquet,5,Ottsville,PA
137388.2315,2,Suburbs,Recent,5,Banquet,4,Perkasie,PA
173979.648,7,Suburbs,Well-Known,4,Cafeteria,2,Pipersville,PA
178592.8179,3,Suburbs,Well-Known,1,Banquet,5,Point Pleasant,PA
175184.7697,6,Downtown,Developed,2,Full Service Restaurant,1,Quakertown,PA
155870.3943,5,Downtown,Recent,4,Cafeteria,5,Richboro,PA
155071.8515,3,Downtown,Well-Known,6,Cafeteria,4,Richlandtown,PA
121314.4283,5,Suburbs,Recent,2,Banquet,4,Sellersville,PA
172441.6941,5,Downtown,Developed,10,Cafeteria,5,Silverdale,PA
174739.8103,3,Downtown,Developed,3,Banquet,1,Souderton,PA
112994.6513,6,Downtown,Recent,6,Banquet,2,Southampton,PA
100786.9293,7,Downtown,Developed,1,Cafeteria,4,Telford,PA
173601.8126,1,Suburbs,Well-Known,9,Banquet,3,Trumbauersville,PA
86338.83989,5,Suburbs,Well-Known,7,Cafeteria,4,Upper Black Eddy,PA
149288.8515,2,Downtown,Recent,7,Cafeteria,1,Warminster,PA
114014.7315,2,Downtown,Recent,8,Full Service Restaurant,3,Warrington,PA
107847.4088,3,Downtown,Recent,10,Banquet,5,Washington Crossing,PA
102656.2829,7,Suburbs,Developed,9,Cafeteria,1,Wycombe,PA
113903.9054,1,Suburbs,Recent,1,Cafeteria,3,Abington,PA
117325.3954,7,Suburbs,Recent,9,Cafeteria,1,Ambler,PA
135869.6686,3,Suburbs,Well-Known,5,Full Service Restaurant,4,Ardmore,PA
181353.6612,3,Suburbs,Well-Known,2,Full Service Restaurant,5,Bala Cynwyd,PA
119485.2441,5,Downtown,Developed,10,Full Service Restaurant,1,Huntingdon Valley,PA
163829.2408,3,Suburbs,Developed,10,Full Service Restaurant,4,Bristol,PA
89876.44541,1,Suburbs,Developed,1,Banquet,2,Broomall,PA
175006.2453,6,Downtown,Well-Known,10,Cafeteria,5,Bryn Athyn,PA
178838.6044,4,Downtown,Well-Known,5,Cafeteria,1,Bryn Mawr,PA
192909.3995,7,Suburbs,Recent,3,Full Service Restaurant,2,Cheltenham,PA
184671.8048,4,Suburbs,Recent,7,Full Service Restaurant,4,Chester,PA
217081.1794,4,Downtown,Well-Known,4,Full Service Restaurant,1,Aston,PA
158526.3716,5,Suburbs,Developed,1,Banquet,1,Brookhaven,PA
187728.1514,6,Suburbs,Developed,7,Banquet,4,Chester Heights,PA
150488.6572,2,Suburbs,Recent,6,Full Service Restaurant,1,Clifton Heights,PA
176366.6467,1,Suburbs,Well-Known,7,Banquet,2,Bensalem,PA
143772.5684,3,Suburbs,Well-Known,7,Banquet,5,Croydon,PA
105288.4105,5,Suburbs,Recent,8,Full Service Restaurant,4,Crum Lynne,PA
164556.6388,2,Suburbs,Developed,3,Banquet,3,Darby,PA
118009.3166,5,Downtown,Developed,8,Cafeteria,1,Dresher,PA
111494.9016,6,Downtown,Recent,7,Cafeteria,2,Drexel Hill,PA
190042.8454,7,Downtown,Well-Known,4,Banquet,3,Elkins Park,PA
175015.5257,5,Downtown,Well-Known,10,Banquet,1,Essington,PA
157873.998,6,Downtown,Recent,10,Cafeteria,5,Fairless Hills,PA
108761.9069,5,Downtown,Well-Known,5,Banquet,1,Flourtown,PA
147774.2791,5,Suburbs,Developed,9,Banquet,5,Folcroft,PA
152975.0259,4,Suburbs,Developed,1,Cafeteria,3,Folsom,PA
147296.5679,1,Downtown,Developed,5,Banquet,1,Fort Washington,PA
192405.0683,3,Downtown,Developed,10,Full Service Restaurant,4,Gladwyne,PA
174086.821,7,Downtown,Developed,3,Full Service Restaurant,1,Glenolden,PA
167279.3732,2,Suburbs,Recent,10,Full Service Restaurant,1,Glenside,PA
90157.07297,3,Downtown,Developed,9,Cafeteria,1,Hatboro,PA
123479.6181,4,Suburbs,Developed,4,Full Service Restaurant,4,Haverford,PA
138116.2334,2,Suburbs,Developed,7,Full Service Restaurant,5,Holmes,PA
78055.70853,5,Suburbs,Recent,6,Cafeteria,5,Horsham,PA
103882.7128,5,Suburbs,Developed,1,Banquet,1,Jenkintown,PA
196359.9538,7,Downtown,Developed,1,Banquet,5,Langhorne,PA
172472.7458,5,Suburbs,Well-Known,6,Full Service Restaurant,3,Lansdowne,PA
146336.3518,2,Suburbs,Developed,3,Cafeteria,3,Feasterville Trevose,PA
195130.7709,5,Downtown,Well-Known,10,Banquet,5,Levittown,PA
127520.8039,7,Downtown,Developed,7,Cafeteria,1,Levittown,PA
178762.8811,3,Suburbs,Well-Known,5,Cafeteria,4,Levittown,PA
81893.6524,2,Suburbs,Recent,10,Banquet,3,Levittown,PA
130184.0643,1,Downtown,Recent,9,Full Service Restaurant,2,Garnet Valley,PA
128742.8122,1,Suburbs,Well-Known,1,Full Service Restaurant,4,Marcus Hook,PA
